class,image_path,name,xmax,xmin,ymax,ymin
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,96,-19,280,207
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,1015,784,296,169
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,849,673,309,184
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,731,586,294,224
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,548,443,293,213
3,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,389,244,298,220
0,76f82ad311a4c091cd8bc4a006d014b1.jpg,GRAFFITI,899,671,132,-32
0,76f82ad311a4c091cd8bc4a006d014b1.jpg,GRAFFITI,991,814,150,-37
0,76f82ad311a4c091cd8bc4a006d014b1.jpg,GRAFFITI,988,797,274,115
3,76f82ad311a4c091cd8bc4a006d014b1.jpg,GARBAGE,861,695,327,208
9,7e1ab25ae1ebc7a77cb139b02b471250.jpg,CLUTTER_SIDEWALK,506,-44,356,155
9,7e1ab25ae1ebc7a77cb139b02b471250.jpg,CLUTTER_SIDEWALK,993,346,348,172
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,999,568,340,45
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,755,484,304,101
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,596,474,233,145
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,389,278,248,140
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,353,63,265,112
4,f00c841d4a4d0fd9376cfff8ecd6f4ad.jpg,CONSTRUCTION_ROAD,249,-10,310,109
3,ea31a3313f882945c8a58be84bf21797.jpg,GARBAGE,135,-27,328,243
9,e09a8c4846c57b772391f801ee57d033.jpg,CLUTTER_SIDEWALK,425,-61,322,166
9,e09a8c4846c57b772391f801ee57d033.jpg,CLUTTER_SIDEWALK,609,256,310,181
9,e09a8c4846c57b772391f801ee57d033.jpg,CLUTTER_SIDEWALK,887,421,334,185
3,5dc7caba3c47c31e701743929e6ba3b6.jpg,GARBAGE,422,346,349,299
2,21a49e0b12c15e18f00f52c30aef0947.jpg,POTHOLES,481,350,449,303
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,891,774,251,154
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,985,836,265,140
4,711e96524851ce53dec956b112c300ef.jpg,CONSTRUCTION_ROAD,1058,324,433,7
4,711e96524851ce53dec956b112c300ef.jpg,CONSTRUCTION_ROAD,572,296,248,130
4,711e96524851ce53dec956b112c300ef.jpg,CONSTRUCTION_ROAD,377,145,284,99
4,711e96524851ce53dec956b112c300ef.jpg,CONSTRUCTION_ROAD,296,-68,341,96
2,49eafb05934f1ba8409f2a55ec6af2c0.jpg,POTHOLES,985,782,553,434
2,49eafb05934f1ba8409f2a55ec6af2c0.jpg,POTHOLES,887,637,563,434
3,340d2b5d9598d53f476f7f6368bb132d.jpg,GARBAGE,517,388,367,304
3,340d2b5d9598d53f476f7f6368bb132d.jpg,GARBAGE,434,302,372,303
3,340d2b5d9598d53f476f7f6368bb132d.jpg,GARBAGE,371,229,372,309
3,340d2b5d9598d53f476f7f6368bb132d.jpg,GARBAGE,183,48,391,314
3,2a703775dd5cf4d5760564ae112b33d1.jpg,GARBAGE,616,545,268,206
0,cb8f0326058a85b03cf8d15eec596433.jpg,GRAFFITI,107,27,214,150
0,cb8f0326058a85b03cf8d15eec596433.jpg,GRAFFITI,698,564,251,170
0,cb8f0326058a85b03cf8d15eec596433.jpg,GRAFFITI,943,699,271,200
8,48c4607371a41910bbfb125283444869.jpg,SAND_ON_ROAD,178,83,200,96
4,39f22334871f637ae07d33da1cf70c2a.jpg,CONSTRUCTION_ROAD,706,523,234,154
4,39f22334871f637ae07d33da1cf70c2a.jpg,CONSTRUCTION_ROAD,1008,646,347,104
3,ee628a8720c27fe8b1fe2b4ce0a8279c.jpg,GARBAGE,361,300,304,250
3,2c8df3fde4c6fb58d1aaa178ddcbb4ec.jpg,GARBAGE,816,752,334,289
3,2c8df3fde4c6fb58d1aaa178ddcbb4ec.jpg,GARBAGE,610,530,379,329
3,3a239e4f7608a0f9133bd1ba4634d4ed.jpg,GARBAGE,327,272,273,219
7,32d89977bcb3e1f5699828583a3841a8.jpg,BAD_BILLBOARD,989,821,205,120
7,32d89977bcb3e1f5699828583a3841a8.jpg,BAD_BILLBOARD,891,806,194,141
7,32d89977bcb3e1f5699828583a3841a8.jpg,BAD_BILLBOARD,842,769,200,142
4,cf9bf20c1e94d0ffb7e6439ed40086a5.jpg,CONSTRUCTION_ROAD,327,14,245,121
4,cf9bf20c1e94d0ffb7e6439ed40086a5.jpg,CONSTRUCTION_ROAD,567,262,259,114
4,cf9bf20c1e94d0ffb7e6439ed40086a5.jpg,CONSTRUCTION_ROAD,879,467,278,116
9,4f9e3f72f043899eb05afd05a02eaeaa.jpg,CLUTTER_SIDEWALK,531,-72,515,186
9,4f9e3f72f043899eb05afd05a02eaeaa.jpg,CLUTTER_SIDEWALK,1046,215,486,197
3,76b4261776995acfbf92dc31af0252e8.jpg,GARBAGE,261,213,291,230
1,76b4261776995acfbf92dc31af0252e8.jpg,FADED_SIGNAGE,360,303,214,144
4,76b4261776995acfbf92dc31af0252e8.jpg,CONSTRUCTION_ROAD,383,304,245,185
7,76b4261776995acfbf92dc31af0252e8.jpg,BAD_BILLBOARD,746,572,195,88
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,781,680,232,171
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,702,636,226,167
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,674,541,240,166
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,574,420,234,161
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,478,402,216,172
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,453,351,230,166
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,477,421,304,242
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,557,465,261,207
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,622,538,379,325
3,c292cea161508002d5eff75ab3b800c6.jpg,GARBAGE,725,659,481,432
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,982,839,313,238
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,893,737,301,227
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,667,547,307,214
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,572,401,257,172
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,461,393,233,182
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,497,398,275,218
3,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,370,306,234,209
7,8096b42aee1dd10d68ef3379b690c7e4.jpg,BAD_BILLBOARD,723,408,266,131
7,8096b42aee1dd10d68ef3379b690c7e4.jpg,BAD_BILLBOARD,215,43,227,130
3,1222982bbd3e3a6857e437f230be9939.jpg,GARBAGE,278,192,462,407
9,e4b32cfe1fa47de4873084613450ebb5.jpg,CLUTTER_SIDEWALK,689,386,416,273
9,e4b32cfe1fa47de4873084613450ebb5.jpg,CLUTTER_SIDEWALK,992,558,388,288
9,bb8e44199b9b9ed43a4eaaada1155fa0.jpg,CLUTTER_SIDEWALK,355,-90,261,146
9,bb8e44199b9b9ed43a4eaaada1155fa0.jpg,CLUTTER_SIDEWALK,645,195,265,156
3,bb8e44199b9b9ed43a4eaaada1155fa0.jpg,GARBAGE,388,305,228,190
0,5296851f54a859191da023d42439a2d0.jpg,GRAFFITI,415,185,193,124
0,5296851f54a859191da023d42439a2d0.jpg,GRAFFITI,383,245,241,154
9,85064ecbc6907a76f846bec1addca3f4.jpg,CLUTTER_SIDEWALK,564,195,275,170
9,85064ecbc6907a76f846bec1addca3f4.jpg,CLUTTER_SIDEWALK,798,431,262,179
3,5d964b31779f134c5092d95ce0cb7279.jpg,GARBAGE,900,769,250,172
7,564bd1ac599a1902ef5a9f8fe60b4dc9.jpg,BAD_BILLBOARD,902,750,170,76
3,4783e1fa20c0401c005c10df8289dc23.jpg,GARBAGE,1041,603,317,118
3,4783e1fa20c0401c005c10df8289dc23.jpg,GARBAGE,754,428,366,124
4,f6aa6cc7b35e437cc0fb084c389d2357.jpg,CONSTRUCTION_ROAD,874,665,266,100
4,f6aa6cc7b35e437cc0fb084c389d2357.jpg,CONSTRUCTION_ROAD,988,734,304,52
4,f6aa6cc7b35e437cc0fb084c389d2357.jpg,CONSTRUCTION_ROAD,543,443,227,142
4,f6aa6cc7b35e437cc0fb084c389d2357.jpg,CONSTRUCTION_ROAD,514,359,230,142
4,f6aa6cc7b35e437cc0fb084c389d2357.jpg,CONSTRUCTION_ROAD,145,-15,331,162
3,1c69db23ce35011ea7b68caeb72fbcce.jpg,GARBAGE,217,112,451,363
3,1c69db23ce35011ea7b68caeb72fbcce.jpg,GARBAGE,114,0,520,415
3,9aee0e8bc761330c7e077230e036f9bd.jpg,GARBAGE,884,543,358,194
3,9aee0e8bc761330c7e077230e036f9bd.jpg,GARBAGE,669,574,273,202
3,9aee0e8bc761330c7e077230e036f9bd.jpg,GARBAGE,466,386,222,170
3,9aee0e8bc761330c7e077230e036f9bd.jpg,GARBAGE,90,24,233,183
4,cb712aac0f6028b368253e8b297ad692.jpg,CONSTRUCTION_ROAD,420,226,247,135
4,cb712aac0f6028b368253e8b297ad692.jpg,CONSTRUCTION_ROAD,347,-50,326,52
3,91902df6afe9b819f9be7f991818e561.jpg,GARBAGE,202,110,180,129
3,91902df6afe9b819f9be7f991818e561.jpg,GARBAGE,268,184,191,141
3,20ad029547290f4cfbc450ca85d0ffee.jpg,GARBAGE,980,853,237,143
0,20ad029547290f4cfbc450ca85d0ffee.jpg,GRAFFITI,400,278,172,58
0,20ad029547290f4cfbc450ca85d0ffee.jpg,GRAFFITI,519,346,188,114
9,224ccfdc4e0f611fec25b607795dc3ad.jpg,CLUTTER_SIDEWALK,309,-36,405,203
9,224ccfdc4e0f611fec25b607795dc3ad.jpg,CLUTTER_SIDEWALK,732,124,419,204
3,ab839e9b76d032bba4838c0719a4857f.jpg,GARBAGE,380,289,274,223
2,454bd1b53d070f99d1bd5699dde80201.jpg,POTHOLES,684,396,426,253
2,454bd1b53d070f99d1bd5699dde80201.jpg,POTHOLES,888,590,416,294
2,454bd1b53d070f99d1bd5699dde80201.jpg,POTHOLES,299,13,377,251
7,c33bda14a488b42fb3364e6e8964b196.jpg,BAD_BILLBOARD,1016,689,195,111
3,b2e48059f96de2a66c98f12f67305544.jpg,GARBAGE,942,769,513,395
9,86ac1ca9d81d3cf917721a55ebd93eaf.jpg,CLUTTER_SIDEWALK,785,-17,499,304
1,9cb762314faf3316d032dd1d4e67de0d.jpg,FADED_SIGNAGE,363,290,200,151
3,9cb762314faf3316d032dd1d4e67de0d.jpg,GARBAGE,267,212,275,240
4,9cb762314faf3316d032dd1d4e67de0d.jpg,CONSTRUCTION_ROAD,385,280,246,179
7,9cb762314faf3316d032dd1d4e67de0d.jpg,BAD_BILLBOARD,739,592,188,96
4,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,CONSTRUCTION_ROAD,360,-6,337,150
4,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,CONSTRUCTION_ROAD,600,253,340,162
4,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,CONSTRUCTION_ROAD,969,482,390,126
7,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,BAD_BILLBOARD,1008,482,253,10
7,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,BAD_BILLBOARD,700,224,246,11
7,bc9bc3cb1a4ee097d2c9813a02c86977.jpg,BAD_BILLBOARD,501,-60,270,2
4,e5bd426eb5993b269cb1a96f414c6214.jpg,CONSTRUCTION_ROAD,505,-50,577,59
4,e5bd426eb5993b269cb1a96f414c6214.jpg,CONSTRUCTION_ROAD,1075,327,600,34
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,538,439,210,159
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,543,435,250,175
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,675,333,360,220
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,648,294,525,257
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,328,222,324,232
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,323,179,255,167
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,137,-4,401,304
2,9b819ff2fcd7e5cd3f1d578545f3c78d.jpg,POTHOLES,80,-14,298,212
3,7a45cf05cf6ab4239077e847d4f98f5a.jpg,GARBAGE,878,581,376,170
3,7a45cf05cf6ab4239077e847d4f98f5a.jpg,GARBAGE,74,35,231,184
4,c71b5acdc1125a6e3ccb1bd1670ee5b6.jpg,CONSTRUCTION_ROAD,630,455,247,164
4,c71b5acdc1125a6e3ccb1bd1670ee5b6.jpg,CONSTRUCTION_ROAD,967,504,335,134
4,c71b5acdc1125a6e3ccb1bd1670ee5b6.jpg,CONSTRUCTION_ROAD,218,41,281,172
4,c71b5acdc1125a6e3ccb1bd1670ee5b6.jpg,CONSTRUCTION_ROAD,367,154,241,182
4,1cd586a69991270bc5e04cdcdf2ae2fe.jpg,CONSTRUCTION_ROAD,450,-40,289,85
4,1cd586a69991270bc5e04cdcdf2ae2fe.jpg,CONSTRUCTION_ROAD,638,279,189,70
4,1cd586a69991270bc5e04cdcdf2ae2fe.jpg,CONSTRUCTION_ROAD,973,840,252,140
4,1cd586a69991270bc5e04cdcdf2ae2fe.jpg,CONSTRUCTION_ROAD,767,662,143,72
9,e3ecf1c4454d6ac46b6da4f67d184dfd.jpg,CLUTTER_SIDEWALK,493,-97,321,195
9,e3ecf1c4454d6ac46b6da4f67d184dfd.jpg,CLUTTER_SIDEWALK,1010,326,353,187
3,e3ecf1c4454d6ac46b6da4f67d184dfd.jpg,GARBAGE,503,413,289,247
3,e3ecf1c4454d6ac46b6da4f67d184dfd.jpg,GARBAGE,712,612,303,255
4,08375747bbf8a35b2fa9d644ffd472c0.jpg,CONSTRUCTION_ROAD,606,-125,591,104
4,08375747bbf8a35b2fa9d644ffd472c0.jpg,CONSTRUCTION_ROAD,1054,270,647,87
3,3fef08670a53479dd4a246ccc516ebeb.jpg,GARBAGE,195,140,248,186
2,da773c41df16f7d860f20cdc801267c3.jpg,POTHOLES,435,256,341,189
2,da773c41df16f7d860f20cdc801267c3.jpg,POTHOLES,387,102,564,234
2,da773c41df16f7d860f20cdc801267c3.jpg,POTHOLES,1062,582,570,278
9,4ef25917dd0dd7809c61aab1c35a01a5.jpg,CLUTTER_SIDEWALK,560,-84,307,158
9,4ef25917dd0dd7809c61aab1c35a01a5.jpg,CLUTTER_SIDEWALK,915,501,334,205
3,4ef25917dd0dd7809c61aab1c35a01a5.jpg,GARBAGE,422,361,284,234
3,4ef25917dd0dd7809c61aab1c35a01a5.jpg,GARBAGE,848,796,291,252
3,4ef25917dd0dd7809c61aab1c35a01a5.jpg,GARBAGE,718,666,294,249
4,434fc4b577b136428d98ce9473b1583b.jpg,CONSTRUCTION_ROAD,784,487,327,195
4,434fc4b577b136428d98ce9473b1583b.jpg,CONSTRUCTION_ROAD,952,688,307,231
4,434fc4b577b136428d98ce9473b1583b.jpg,CONSTRUCTION_ROAD,654,276,370,216
3,e759c8f2a17b1dec7fc2179cb51d9384.jpg,GARBAGE,734,574,351,253
3,e759c8f2a17b1dec7fc2179cb51d9384.jpg,GARBAGE,692,499,378,257
3,e759c8f2a17b1dec7fc2179cb51d9384.jpg,GARBAGE,574,450,358,277
3,e759c8f2a17b1dec7fc2179cb51d9384.jpg,GARBAGE,134,-4,339,266
3,e759c8f2a17b1dec7fc2179cb51d9384.jpg,GARBAGE,926,844,267,240
8,e759c8f2a17b1dec7fc2179cb51d9384.jpg,SAND_ON_ROAD,924,733,285,234
3,9cc6be745bce261deee4c6bc954b3516.jpg,GARBAGE,750,628,369,303
9,1c6b532d2f2e23e793b18db4476e2ccf.jpg,CLUTTER_SIDEWALK,335,101,253,182
9,1c6b532d2f2e23e793b18db4476e2ccf.jpg,CLUTTER_SIDEWALK,229,-28,300,193
9,1c6b532d2f2e23e793b18db4476e2ccf.jpg,CLUTTER_SIDEWALK,409,309,229,181
9,343e66dc8961aa22389990e85b32f9e7.jpg,CLUTTER_SIDEWALK,377,66,244,146
9,343e66dc8961aa22389990e85b32f9e7.jpg,CLUTTER_SIDEWALK,704,427,258,171
9,343e66dc8961aa22389990e85b32f9e7.jpg,CLUTTER_SIDEWALK,950,623,282,181
8,293ff3404a51e1f26a933b549adbc35f.jpg,SAND_ON_ROAD,720,537,237,161
3,293ff3404a51e1f26a933b549adbc35f.jpg,GARBAGE,886,666,301,178
3,d4054589f389c7ead5a2c2187e999012.jpg,GARBAGE,529,429,236,191
3,d4054589f389c7ead5a2c2187e999012.jpg,GARBAGE,444,287,250,184
3,9ed46d9701270068fe05750a2238042a.jpg,GARBAGE,395,315,390,329
2,9ed46d9701270068fe05750a2238042a.jpg,POTHOLES,394,167,500,350
2,16895f796f684f7982ee4c9516d45c40.jpg,POTHOLES,584,497,242,197
3,16895f796f684f7982ee4c9516d45c40.jpg,GARBAGE,539,500,228,206
4,8192f3bbed5d1774450acc81d6bfa688.jpg,CONSTRUCTION_ROAD,554,488,194,143
3,3856441f6d4a8bd585ead091d5b0503f.jpg,GARBAGE,290,180,209,125
3,3856441f6d4a8bd585ead091d5b0503f.jpg,GARBAGE,224,130,192,145
3,3856441f6d4a8bd585ead091d5b0503f.jpg,GARBAGE,183,103,209,147
3,0b30c58b935ec6cbe6b5c8531ff4d6f6.jpg,GARBAGE,405,354,259,212
3,0b30c58b935ec6cbe6b5c8531ff4d6f6.jpg,GARBAGE,382,309,263,199
2,0b30c58b935ec6cbe6b5c8531ff4d6f6.jpg,POTHOLES,423,355,487,308
2,0b30c58b935ec6cbe6b5c8531ff4d6f6.jpg,POTHOLES,422,291,524,402
3,430929c64f2efaec3e06b0c994c1a9f0.jpg,GARBAGE,416,347,185,149
3,430929c64f2efaec3e06b0c994c1a9f0.jpg,GARBAGE,463,419,193,156
3,430929c64f2efaec3e06b0c994c1a9f0.jpg,GARBAGE,305,266,189,149
3,430929c64f2efaec3e06b0c994c1a9f0.jpg,GARBAGE,175,133,200,166
3,e72033bb4894fc8e4df4c241674e279e.jpg,GARBAGE,202,150,292,244
3,e72033bb4894fc8e4df4c241674e279e.jpg,GARBAGE,196,152,259,229
3,e72033bb4894fc8e4df4c241674e279e.jpg,GARBAGE,135,70,286,236
3,e72033bb4894fc8e4df4c241674e279e.jpg,GARBAGE,550,434,277,204
9,e72033bb4894fc8e4df4c241674e279e.jpg,CLUTTER_SIDEWALK,645,72,319,186
9,e72033bb4894fc8e4df4c241674e279e.jpg,CLUTTER_SIDEWALK,992,546,332,192
4,4023c762c8505862aeffd816dd130b57.jpg,CONSTRUCTION_ROAD,608,332,265,141
3,94ea3bc3ad7f3cca8d699c171a4fe487.jpg,GARBAGE,764,658,450,364
3,94ea3bc3ad7f3cca8d699c171a4fe487.jpg,GARBAGE,345,255,545,475
2,8b8c47bd0fae3db32fdfe87ced3e4d72.jpg,POTHOLES,756,622,312,231
2,8b8c47bd0fae3db32fdfe87ced3e4d72.jpg,POTHOLES,975,822,421,330
9,12571bf1fb4ce7d073b4a212d23bf015.jpg,CLUTTER_SIDEWALK,225,-45,244,188
3,12571bf1fb4ce7d073b4a212d23bf015.jpg,GARBAGE,147,32,284,226
7,869436ab8e08ee289770b1f9b3d4786a.jpg,BAD_BILLBOARD,931,655,206,122
7,869436ab8e08ee289770b1f9b3d4786a.jpg,BAD_BILLBOARD,955,823,178,101
7,869436ab8e08ee289770b1f9b3d4786a.jpg,BAD_BILLBOARD,632,570,202,170
3,2b95b978cd813b8d44812b7f8b75e9bf.jpg,GARBAGE,500,414,288,195
3,2b95b978cd813b8d44812b7f8b75e9bf.jpg,GARBAGE,273,205,294,237
9,e20650f0cecb6dd32c7b1ac1fa57631f.jpg,CLUTTER_SIDEWALK,833,343,330,204
9,e20650f0cecb6dd32c7b1ac1fa57631f.jpg,CLUTTER_SIDEWALK,342,-55,339,171
3,70ef510eb4bc4299fd3cda420fb7ba08.jpg,GARBAGE,299,215,275,227
3,70ef510eb4bc4299fd3cda420fb7ba08.jpg,GARBAGE,433,377,241,201
3,cba07495c8ddbf50fd3051c231fbc14c.jpg,GARBAGE,853,805,302,248
3,cba07495c8ddbf50fd3051c231fbc14c.jpg,GARBAGE,918,856,310,281
3,fd7f7ef96d87e20f848ef55714e6a519.jpg,GARBAGE,457,300,315,218
3,fd7f7ef96d87e20f848ef55714e6a519.jpg,GARBAGE,361,279,330,259
3,fd7f7ef96d87e20f848ef55714e6a519.jpg,GARBAGE,295,179,355,266
3,fd7f7ef96d87e20f848ef55714e6a519.jpg,GARBAGE,238,142,322,246
3,fd7f7ef96d87e20f848ef55714e6a519.jpg,GARBAGE,160,58,328,268
0,fd7f7ef96d87e20f848ef55714e6a519.jpg,GRAFFITI,315,99,241,159
0,fd7f7ef96d87e20f848ef55714e6a519.jpg,GRAFFITI,375,266,230,164
0,fd7f7ef96d87e20f848ef55714e6a519.jpg,GRAFFITI,449,371,214,171
3,2bd15b8dde5ba0ee29fc7232aea11b7b.jpg,GARBAGE,260,203,299,250
3,59d27eb1ae572a0a151348ac57ca72dc.jpg,GARBAGE,350,122,364,266
3,c6a153bb615bea4476a56e196b0944ca.jpg,GARBAGE,662,582,245,137
0,b7b532bb427e789c6515bf6c394318c4.jpg,GRAFFITI,108,-31,216,148
4,c4218b61f2d1280d5d359cdd5c234a3f.jpg,CONSTRUCTION_ROAD,982,490,359,106
4,c4218b61f2d1280d5d359cdd5c234a3f.jpg,CONSTRUCTION_ROAD,701,192,408,82
4,c4218b61f2d1280d5d359cdd5c234a3f.jpg,CONSTRUCTION_ROAD,418,-41,410,88
3,28c77c41c620ae106fc933d1e31c2c85.jpg,GARBAGE,820,700,391,324
3,d9837305f356fd0a14a27a9377a9da0a.jpg,GARBAGE,470,391,275,219
3,d9837305f356fd0a14a27a9377a9da0a.jpg,GARBAGE,412,367,286,236
3,d9837305f356fd0a14a27a9377a9da0a.jpg,GARBAGE,880,771,295,206
3,d9837305f356fd0a14a27a9377a9da0a.jpg,GARBAGE,931,844,299,211
3,5aa2c52ac71f3100f09a60f6df70af18.jpg,GARBAGE,370,232,509,405
3,5aa2c52ac71f3100f09a60f6df70af18.jpg,GARBAGE,515,388,457,379
7,feabdc81fdd10360da5958d9765198ed.jpg,BAD_BILLBOARD,1014,706,160,36
7,feabdc81fdd10360da5958d9765198ed.jpg,BAD_BILLBOARD,826,706,171,77
7,feabdc81fdd10360da5958d9765198ed.jpg,BAD_BILLBOARD,676,581,191,131
4,207ad9691e337b2f213f95a3398bcdc4.jpg,CONSTRUCTION_ROAD,405,209,274,128
4,207ad9691e337b2f213f95a3398bcdc4.jpg,CONSTRUCTION_ROAD,343,0,324,80
9,4b5f44c98a4226f7fd0e1e9429cc0640.jpg,CLUTTER_SIDEWALK,567,-41,299,182
9,4b5f44c98a4226f7fd0e1e9429cc0640.jpg,CLUTTER_SIDEWALK,1008,508,303,209
2,6bb785937634f0a49ecdc2eec97b9eaf.jpg,POTHOLES,508,407,344,252
2,6bb785937634f0a49ecdc2eec97b9eaf.jpg,POTHOLES,201,-35,466,336
2,6bb785937634f0a49ecdc2eec97b9eaf.jpg,POTHOLES,171,-9,348,254
9,41f93e0395a4a20a87224527f5b57321.jpg,CLUTTER_SIDEWALK,683,-63,410,269
9,41f93e0395a4a20a87224527f5b57321.jpg,CLUTTER_SIDEWALK,1036,466,424,232
9,f9fbcfe859bde0c8b414f56a10ef0d1b.jpg,CLUTTER_SIDEWALK,923,277,433,303
7,f9fbcfe859bde0c8b414f56a10ef0d1b.jpg,BAD_BILLBOARD,613,423,231,139
3,e3ccbfeb05793a0f5df05c1d2849b895.jpg,GARBAGE,97,-20,315,197
3,324e96c04fc59a4cedc224ec3d70e9ed.jpg,GARBAGE,607,548,248,188
8,85f81a89f983521f7aaf172716cd0fa1.jpg,SAND_ON_ROAD,647,551,246,184
8,85f81a89f983521f7aaf172716cd0fa1.jpg,SAND_ON_ROAD,592,516,238,183
3,85f81a89f983521f7aaf172716cd0fa1.jpg,GARBAGE,905,860,253,206
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,946,560,393,51
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,703,475,304,129
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,558,440,250,158
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,402,252,257,142
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,298,115,280,142
4,78bf943eca591ffbdb26dce8c2a16e70.jpg,CONSTRUCTION_ROAD,234,-16,319,133
7,78bf943eca591ffbdb26dce8c2a16e70.jpg,BAD_BILLBOARD,962,797,194,75
3,11bfb92bb51bc05b6fc4e6e7f8f4f5f7.jpg,GARBAGE,831,679,267,158
3,11bfb92bb51bc05b6fc4e6e7f8f4f5f7.jpg,GARBAGE,754,629,262,187
3,11bfb92bb51bc05b6fc4e6e7f8f4f5f7.jpg,GARBAGE,679,580,253,183
4,9a8b8e0432a46de36465694a9e66375d.jpg,CONSTRUCTION_ROAD,682,329,280,142
3,298f369335bd7fd13281c1f0089345de.jpg,GARBAGE,285,75,348,211
3,2a9a725a1296e86a85f5de8f268cfd22.jpg,GARBAGE,180,-2,304,224
3,2a9a725a1296e86a85f5de8f268cfd22.jpg,GARBAGE,212,116,289,228
3,2a9a725a1296e86a85f5de8f268cfd22.jpg,GARBAGE,440,226,312,231
3,2a9a725a1296e86a85f5de8f268cfd22.jpg,GARBAGE,623,511,295,201
3,2a9a725a1296e86a85f5de8f268cfd22.jpg,GARBAGE,729,586,303,203
4,e8b96162472f18f4844c9ab4adf21bad.jpg,CONSTRUCTION_ROAD,413,-72,209,53
4,e8b96162472f18f4844c9ab4adf21bad.jpg,CONSTRUCTION_ROAD,794,295,190,64
4,e8b96162472f18f4844c9ab4adf21bad.jpg,CONSTRUCTION_ROAD,1031,620,227,62
4,0ea2c60055df54d117720f777a89fcb4.jpg,CONSTRUCTION_ROAD,657,-124,609,67
4,0ea2c60055df54d117720f777a89fcb4.jpg,CONSTRUCTION_ROAD,1099,302,585,85
8,51a8f386cdb92b82ea7682ecf3f331cf.jpg,SAND_ON_ROAD,977,840,254,137
8,51a8f386cdb92b82ea7682ecf3f331cf.jpg,SAND_ON_ROAD,912,649,275,153
1,2615278546ec030ed7071f518cfa7b17.jpg,FADED_SIGNAGE,373,288,204,144
4,2615278546ec030ed7071f518cfa7b17.jpg,CONSTRUCTION_ROAD,371,306,237,187
3,2615278546ec030ed7071f518cfa7b17.jpg,GARBAGE,274,198,291,230
7,2615278546ec030ed7071f518cfa7b17.jpg,BAD_BILLBOARD,731,583,184,107
4,6be62654791e3cb6536e937cc611a9b2.jpg,CONSTRUCTION_ROAD,1052,123,561,232
7,f151d87e5c67678b11318476c4925148.jpg,BAD_BILLBOARD,690,604,195,139
7,f151d87e5c67678b11318476c4925148.jpg,BAD_BILLBOARD,626,535,201,152
